OBJECTID,FacilityID,FeederID,Installati,ServiceCur,Status,CONSTRUC_1,GlobalID,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
3069,MTR-3069,RMT002,997488000000,200,A,Overhead,{8F079D15-C38D-43C1-B314-28E3D0B2B1CC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77568088,-88.14150026
3070,MTR-3070,RMT002,997488000000,200,A,Overhead,{F13D7BDF-9E57-4923-9E64-327DCD55B3D2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77555593,-88.14150406
3071,MTR-3071,RMT002,997488000000,200,A,Overhead,{7FE44A2F-E76B-4884-B74F-55FDEE9047F3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77539377,-88.14150234
3072,MTR-3072,RMT002,997488000000,200,A,Overhead,{6B6ADBE0-DC74-410F-A2C0-2A38C25CEF9E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77535907,-88.14121943
3073,MTR-3073,RMT002,997488000000,200,A,Overhead,{A1C52C8E-0D3E-4208-A011-F934A21CD032},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77521898,-88.14131115
3074,MTR-3074,RMT002,997488000000,200,A,Overhead,{B1210B88-52EA-40BC-896C-9BE1908E6087},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77525226,-88.14149032
3075,MTR-3075,RMT002,997488000000,200,A,Overhead,{B5026634-D2A8-4B6B-957F-98EDC15CBBBF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77515382,-88.14150031
3076,MTR-3076,RMT002,997488000000,200,A,Overhead,{F9C090EC-536D-4A23-81D4-80502778D48B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77513537,-88.14131689
3077,MTR-3077,RMT002,997488000000,200,A,Overhead,{8F02D3AE-CA1F-4E1F-AD17-07395D61207C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77519101,-88.1418882
3078,MTR-3078,RMT002,997488000000,200,A,Overhead,{F7017E47-C35D-40B1-8D01-4C432A258222},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7752638,-88.14171661
3079,MTR-3079,RMT002,997488000000,200,A,Overhead,{CBB26733-F280-400C-AB80-396F010753F2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.773865,-88.14294903
3080,MTR-3080,RMT002,997488000000,200,A,Overhead,{3B1E03B8-814B-4BD9-B1D2-38432ABA387E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77385403,-88.14277262
3081,MTR-3081,RMT002,997488000000,200,A,Overhead,{5B68CC71-449B-4135-9015-5385A41704BC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77366129,-88.14277566
3082,MTR-3082,RMT002,997488000000,200,A,Overhead,{EAACE3A2-4313-47DE-BAF1-E47E2FFF5399},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77366298,-88.14295804
3083,MTR-3083,RMT002,997488000000,200,A,Overhead,{B44E1F30-0534-4C19-A0AA-C4D6E7F51268},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77360667,-88.1434046
3084,MTR-3084,RMT002,997488000000,200,A,Overhead,{3CA446B9-C215-4D6E-9A17-0ADBABE3A2B1},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7733378,-88.14337278
3085,MTR-3085,RMT002,997488000000,200,A,Overhead,{EC1BF5CE-326B-4165-A26B-67842B87F672},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77341154,-88.14274144
3086,MTR-3086,RMT002,997488000000,200,A,Overhead,{594A8157-7907-48E1-B10B-A01FEF58E509},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77326968,-88.14280922
3087,MTR-3087,RMT002,997488000000,200,A,Overhead,{1060DC30-6AB2-470F-A9F5-52DCF4F09E44},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77307205,-88.14282756
3088,MTR-3088,RMT002,997488000000,200,A,Underground,{07BB4469-EEAE-4D45-971D-06653EF4F527},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77269474,-88.14284126
3089,MTR-3089,RMT002,997488000000,200,A,Underground,{C470C454-BEB6-4F93-93F7-396461A7FC43},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77260125,-88.14328946
3090,MTR-3090,RMT002,997488000000,200,A,Overhead,{0AF5B3A6-52E1-4012-B646-5DC52EA9F592},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77477464,-88.14273587
3091,MTR-3091,RMT002,997488000000,200,A,Overhead,{B30B8EA8-7999-4412-B876-E68EA704B7D0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77472363,-88.14313626
3092,MTR-3092,RMT002,997488000000,200,A,Overhead,{ADBA923A-E4FA-4B10-84C0-65FA6503CD71},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77416847,-88.14325712
3093,MTR-3093,RMT002,997488000000,200,A,Overhead,{04EFF959-4DAF-4221-AABF-3F746B81040A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7742713,-88.14310669
3094,MTR-3094,RMT002,997488000000,200,A,Overhead,{B940A443-52FF-493C-AABA-D7EB78BF1232},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77465239,-88.14282893
3095,MTR-3095,RMT002,997488000000,200,A,Overhead,{18DC9089-5BAF-4270-8ABE-81A18D5030F3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77467376,-88.14292857
3096,MTR-3096,RMT002,997488000000,200,A,Overhead,{836931FD-394D-4BB8-9C76-F9DC18E991B2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77476124,-88.14291628
3097,MTR-3097,RMT002,997488000000,200,A,Overhead,{5918899E-278F-431D-A41B-F247C0B4DFD5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77488845,-88.14411545
3098,MTR-3098,RMT002,997488000000,200,A,Overhead,{BA10819C-00EE-458B-BD25-D0DC3C3C55D5},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77490489,-88.14426705
3099,MTR-3099,RMT002,997488000000,200,A,Overhead,{D6920974-F640-4AE8-9617-20F673E76FB2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77490976,-88.14444691
3100,MTR-3100,RMT002,997488000000,200,A,Overhead,{E2A139C9-C5DA-4468-A3CF-C7C159F3F392},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77491897,-88.14486528
3101,MTR-3101,RMT002,997488000000,200,A,Overhead,{38F9B7D2-86D0-4C54-A005-8B3FBF305CDF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7748836,-88.14494958
3102,MTR-3102,RMT002,997488000000,200,A,Overhead,{5BF42294-89CD-400F-83BB-BB7D8052C285},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77473908,-88.1447599
3103,MTR-3103,RMT002,997488000000,200,A,Overhead,{8F791B01-4830-4236-9EAC-487D4A9271ED},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77455951,-88.14477856
3104,MTR-3104,RMT002,997488000000,200,A,Overhead,{66D7B355-9F0E-4B7D-B797-94D4088935EC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77437271,-88.14476875
3105,MTR-3105,RMT002,997488000000,200,A,Overhead,{15E112AF-7CFE-4DE1-B650-7FC1C3D4B132},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77439708,-88.14448407
3106,MTR-3106,RMT002,997488000000,200,A,Overhead,{454E48ED-C3C5-4AED-8477-444B4BD7381F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77423366,-88.14450752
3107,MTR-3107,RMT002,997488000000,200,A,Overhead,{567CC9E2-F11A-4E16-B5CF-FC683AF290C0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77418183,-88.1447229
3108,MTR-3108,RMT002,997488000000,200,A,Overhead,{81524BC7-4D7A-4A6A-A598-269FB5D5F8C3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77417535,-88.14439457
3109,MTR-3109,RMT002,997488000000,200,A,Overhead,{8588C6CC-20FF-4CC7-9104-3915FEBF14A2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77415135,-88.14410909
3110,MTR-3110,RMT002,997488000000,200,A,Overhead,{E97D1AA4-F598-4E62-B08B-1725700C0694},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77426522,-88.14410197
3111,MTR-3111,RMT002,997488000000,200,A,Overhead,{46318636-A221-4C38-AA19-FD89E7437BBD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77428856,-88.14438161
3112,MTR-3112,RMT002,997488000000,200,A,Overhead,{A3B21C17-C8C2-4A12-B342-6431BB216938},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77444113,-88.14436639
3113,MTR-3113,RMT002,997488000000,200,A,Overhead,{F09B0242-FBEE-4B9A-9290-307AD5E6ECA2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77439963,-88.14407694
3114,MTR-3114,RMT002,997488000000,200,A,Overhead,{B39F0CE7-D8D0-40B6-B7D2-EB4AD27C202E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77453234,-88.14409104
3115,MTR-3115,RMT002,997488000000,200,A,Overhead,{834657C2-91DD-46ED-AD14-090B5443D94F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77456632,-88.14432913
3116,MTR-3116,RMT002,997488000000,200,A,Overhead,{49353ECA-6E8E-4080-B4A6-9DF90E85D7F3},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77472219,-88.14409949
3117,MTR-3117,RMT002,997488000000,200,A,Overhead,{E6F0BBE6-9E06-4A95-92D3-CE861AB579FB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77473958,-88.14436256
3118,MTR-3118,RMT002,997488000000,200,A,Overhead,{56A0F615-EEF0-423B-A751-10A0534E7E19},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77388946,-88.14449839
3119,MTR-3119,RMT002,997488000000,200,A,Overhead,{F82EF438-4D5D-4862-8EF1-4B04A4B6002D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77387747,-88.14476774
3120,MTR-3120,RMT002,997488000000,200,A,Overhead,{E68B098B-62CD-4726-9F9F-D661113B9345},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77372014,-88.14482594
3121,MTR-3121,RMT002,997488000000,200,A,Overhead,{156A34B6-71B0-4165-BD7A-4F81E34B107E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7737045,-88.14453553
3122,MTR-3122,RMT002,997488000000,200,A,Overhead,{F017C91E-EA1E-42DD-B23D-F5B0612A1020},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77364462,-88.14451492
3123,MTR-3123,RMT002,997488000000,200,A,Overhead,{5B166B74-D3FC-4FA9-B364-029D6A74B399},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77364411,-88.14478631
3124,MTR-3124,RMT002,997488000000,200,A,Overhead,{23092279-7094-4BBE-BF78-5646F933136A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77361471,-88.14413865
3125,MTR-3125,RMT002,997488000000,200,A,Overhead,{EBD40656-02A8-4F6E-8881-D2C1A6C8EE0C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77378306,-88.1441909
3126,MTR-3126,RMT002,997488000000,200,A,Overhead,{1305BD34-E38F-4D3C-BA15-CD91E6C96DDC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77347702,-88.14426298
3127,MTR-3127,RMT002,997488000000,200,A,Overhead,{AE7BC939-8DB3-4106-B51F-3A349521A217},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7734386,-88.14451881
3128,MTR-3128,RMT002,997488000000,200,A,Overhead,{3AFCCC5A-AA63-44B1-8B29-9FE7448DFC7B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77345649,-88.14485275
3129,MTR-3129,RMT002,997488000000,200,A,Overhead,{78672E0F-1FF3-43DB-B781-3E25B1F8690F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77334396,-88.14475536
3130,MTR-3130,RMT002,997488000000,200,A,Overhead,{E5E6138A-DB05-43BE-B53B-E2EF90B91013},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77336019,-88.14453912
3131,MTR-3131,RMT002,997488000000,200,A,Overhead,{18E8419C-571D-4208-953A-400EB0361087},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77320043,-88.14480307
3132,MTR-3132,RMT002,997488000000,200,A,Overhead,{5478DF39-BC39-4007-8FE5-2C598FDFE2A2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77304929,-88.14485181
3133,MTR-3133,RMT002,997488000000,200,A,Overhead,{D990E85E-3A52-4632-82CA-40CF49AE2FB8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77319121,-88.14454594
3134,MTR-3134,RMT002,997488000000,200,A,Overhead,{EC02A547-591B-449E-A56D-16016A07E301},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77318063,-88.14443561
3135,MTR-3135,RMT002,997488000000,200,A,Overhead,{0EA5E7D0-6FCD-45BA-B1E9-1A3132B81B84},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77335817,-88.14440342
3136,MTR-3136,RMT002,997488000000,200,A,Overhead,{0E359136-0E2D-46B0-990E-A8D8BF59356E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77310721,-88.14430293
3137,MTR-3137,RMT002,997488000000,200,A,Overhead,{2A843771-8D23-461F-9BCD-79A85DDB965F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77332805,-88.14418637
3138,MTR-3138,RMT002,997488000000,200,A,Underground,{E8D5B15A-1F4A-4377-A588-A9361FC4FA37},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77256643,-88.14422499
3139,MTR-3139,RMT002,997488000000,200,A,Underground,{A8C73469-8C5B-45ED-8DE5-8473AAA7DB74},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7723659,-88.14483276
3140,MTR-3140,RMT002,997488000000,200,A,Underground,{7DEA98AA-A267-4C11-B744-78066E8D4B9F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77232248,-88.14450511
3141,MTR-3141,RMT002,997488000000,200,A,Overhead,{81187864-7E8E-422D-B855-05E06A996C4E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77461357,-88.14566748
3142,MTR-3142,RMT002,997488000000,200,A,Overhead,{703C8CC4-947B-4E45-B792-ACD6677FF569},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77454683,-88.14574159
3143,MTR-3143,RMT002,997488000000,200,A,Overhead,{BF4E1FB5-E3FB-46F6-B0C4-B45F6EEEEBB4},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77431682,-88.14560468
3144,MTR-3144,RMT002,997488000000,200,A,Overhead,{E47DE61F-3596-4516-8DA6-794E575778D8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77426017,-88.14587807
3145,MTR-3145,RMT002,997488000000,200,A,Underground,{99F161E7-9B02-4029-9585-F26BB59441C2},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7784762,-88.1328888
3146,MTR-3146,RMT002,997488000000,200,A,Underground,{5661E1D7-AFD6-407F-B9A0-E1A2E3E1B6C7},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77831607,-88.13288859
3147,MTR-3147,RMT002,997488000000,200,A,Underground,{5B453AAF-8522-417F-AA6C-6697589AC05A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77861084,-88.13270738
3148,MTR-3148,RMT002,997488000000,200,A,Underground,{0665CA41-E09F-4010-AC0B-A5F1FF8F33B0},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77869606,-88.13252984
3149,MTR-3149,RMT002,997488000000,200,A,Underground,{BE6B2FAE-7567-4D2F-A9EF-D723CBEC5B4A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7789926,-88.13305213
3150,MTR-3150,RMT002,997488000000,200,A,Underground,{5C17EFB4-AE0F-4432-B554-F5323AE2307A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77907982,-88.1328608
3151,MTR-3151,RMT002,997488000000,200,A,Underground,{48B8D1B6-72A2-4EA0-947E-7EC04462DC4D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77936953,-88.13285739
3152,MTR-3152,RMT002,997488000000,200,A,Underground,{14A2AE60-6521-412A-84E3-63F8FD684DFF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77918688,-88.13291977
3153,MTR-3153,RMT002,997488000000,200,A,Underground,{953489CB-DC55-4151-AFB1-33E083BC1EBC},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77931523,-88.13255321
3154,MTR-3154,RMT002,997488000000,200,A,Underground,{510A6780-CD9C-43CB-9572-42666D6E2983},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77946754,-88.13256459
3155,MTR-3155,RMT002,997488000000,200,A,Underground,{C5769736-400C-4277-979E-9E07C32DEC93},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77951525,-88.13267365
3156,MTR-3156,RMT002,997488000000,200,A,Underground,{C8AE0E9E-DDD1-4222-A7C9-EBC300B050FD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77957884,-88.13256389
3157,MTR-3157,RMT002,997488000000,200,A,Underground,{2F6FB9A5-C13B-4AA6-8EA1-8869C59140DE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77901988,-88.13243328
3158,MTR-3158,RMT002,997488000000,200,A,Underground,{77B73475-06D0-4520-B81E-7A85E0630F79},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77890825,-88.13233733
3159,MTR-3159,RMT002,997488000000,200,A,Underground,{3D75F3D8-45C7-4092-82C4-62DE73E466CB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77910672,-88.1317686
3160,MTR-3160,RMT002,997488000000,200,A,Underground,{153DE58A-1708-4E2C-AC0F-AA34BEFC9E35},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77932007,-88.13195222
3161,MTR-3161,RMT002,997488000000,200,A,Underground,{36D403E6-E56C-43E2-92B8-CFB5B326F5DE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77950545,-88.13194003
3162,MTR-3162,RMT002,997488000000,200,A,Underground,{A1A696C0-84A7-4CDF-AAD7-149AC24B0EEB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77965054,-88.13194829
3163,MTR-3163,RMT002,997488000000,200,A,Underground,{CFDC662D-4C76-468D-A694-BD3F2333DB94},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77944784,-88.13175651
3164,MTR-3164,RMT002,997488000000,200,A,Underground,{CEF14D6A-32A6-43AF-82DE-ABD016AB3FCD},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77936607,-88.13158586
3165,MTR-3165,RMT002,997488000000,200,A,Underground,{501B418E-E13E-45C1-A818-5943DAB4B95C},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77940604,-88.13135325
3166,MTR-3166,RMT002,997488000000,200,A,Underground,{BA350CBE-37BC-4CEA-A52F-ECB2B88352CB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77926745,-88.13146007
3167,MTR-3167,RMT002,997488000000,200,A,Underground,{DB1848B3-F8C1-430B-BB09-5ACC281B6F85},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77894131,-88.13145091
3168,MTR-3168,RMT002,997488000000,200,A,Underground,{5A67897C-26F6-418A-AD9D-15DD069F9262},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77899381,-88.13087636
3169,MTR-3169,RMT002,997488000000,200,A,Underground,{E192F5BA-B11F-481F-A867-3785A8AE020A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7791231,-88.13078447
3170,MTR-3170,RMT002,997488000000,200,A,Underground,{9459166B-5AAA-4F46-B3D2-55758A5D4841},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77905074,-88.13038018
3171,MTR-3171,RMT002,997488000000,200,A,Underground,{61F269D0-9AFF-4EFF-B836-BA0779122BFA},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77905373,-88.13025742
3172,MTR-3172,RMT002,997488000000,200,A,Underground,{540F9223-3B43-4D8F-B9DB-22C7557EA3BB},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77905681,-88.12998483
3173,MTR-3173,RMT002,997488000000,200,A,Underground,{FD2BA4EA-51EA-49E6-9E59-4CB47B6DF990},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77898356,-88.13007517
3174,MTR-3174,RMT002,997488000000,200,A,Underground,{E8FA31EF-6EFA-46C9-81FA-DD55C4025D49},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77899241,-88.12990215
3175,MTR-3175,RMT002,997488000000,200,A,Underground,{10487DAE-9A99-426E-A574-91F740011260},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77878077,-88.13044409
3176,MTR-3176,RMT002,997488000000,200,A,Underground,{AFE00625-7B90-4F4B-B030-CE4792CC5434},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77864735,-88.13043618
3177,MTR-3177,RMT002,997488000000,200,A,Underground,{C66F0B0B-8299-404E-8299-879FED862C42},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77831457,-88.13015179
3178,MTR-3178,RMT002,997488000000,200,A,Underground,{E6D0D44E-1BD0-4E84-934A-C3A8100AD2E9},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77831444,-88.12996462
3179,MTR-3179,RMT002,997488000000,200,A,Underground,{37CA6D09-6E86-4CB0-B353-B1031D56ADEF},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77881428,-88.12918617
3180,MTR-3180,RMT002,997488000000,200,A,Underground,{60716823-CD48-4D6B-B90A-50449718BC83},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77896006,-88.12918285
3181,MTR-3181,RMT002,997488000000,200,A,Underground,{48BA5420-128A-49D5-8ADC-858D9D1D123F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77909431,-88.129193
3182,MTR-3182,RMT002,997488000000,200,A,Underground,{1A3FC8ED-B499-4B4E-B404-B847EFDA1F24},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77921177,-88.12920019
3183,MTR-3183,RMT002,997488000000,200,A,Underground,{46AFED3A-C287-437F-927A-0B6E03BD00B8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.7793546,-88.12920451
3184,MTR-3184,RMT002,997488000000,200,A,Underground,{D5029BAB-E87F-4266-9EFE-05670C15166E},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77947465,-88.12919904
3185,MTR-3185,RMT002,997488000000,200,A,Underground,{FFDD051D-1758-4467-BA10-1B249630B49B},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77953148,-88.12921876
3186,MTR-3186,RMT002,997488000000,200,A,Underground,{A26A655C-7360-476D-A22A-0EA95A816A43},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77958685,-88.13013819
3187,MTR-3187,RMT002,997488000000,200,A,Underground,{DED7CB7F-D026-48A7-B4BA-8CCF1E7A6E1D},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77960501,-88.12994919
3188,MTR-3188,RMT002,997488000000,200,A,Underground,{D50BD576-2699-4E42-BB2A-62AC4761CD8F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77959547,-88.13043224
3189,MTR-3189,RMT002,997488000000,200,A,Underground,{606E5469-5204-4CCB-894E-907C576E778F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77955148,-88.13074042
3190,MTR-3190,RMT002,997488000000,200,A,Underground,{AB83C435-7E73-49CD-8281-931D555741DE},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77967955,-88.13065185
3191,MTR-3191,RMT002,997488000000,200,A,Underground,{78674257-12F5-48F4-B0E2-2EE49EAE441A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77991128,-88.13063925
3192,MTR-3192,RMT002,997488000000,200,A,Underground,{47AC244F-A618-47A7-868E-E45F9F350142},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77976853,-88.13129121
3193,MTR-3193,RMT002,997488000000,200,A,Underground,{4DEE46C7-1184-4472-9BC2-54C067B9419F},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77992837,-88.13116805
3194,MTR-3194,RMT002,997488000000,200,A,Underground,{BF498BE1-B2DD-4675-A9CF-4964AD059585},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77990983,-88.13139431
3195,MTR-3195,RMT002,997488000000,200,A,Overhead,{54ECB33D-E132-48D9-9F53-653ED29CC15A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77848979,-88.13870029
3196,MTR-3196,RMT002,997488000000,200,A,Overhead,{662F473B-FEFE-4502-8556-F3A2B2DE105A},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77855127,-88.13870774
3197,MTR-3197,RMT002,997488000000,200,A,Overhead,{9A706183-20F2-4BA5-ABFA-ECDC8BC82AC8},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77858499,-88.13892596
3198,MTR-3198,RMT002,997488000000,200,A,Overhead,{802F790D-7452-4643-A3FF-79FBDF418A84},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77862877,-88.13889846
3199,MTR-3199,RMT002,997488000000,200,A,Overhead,{A62C15FB-AC3B-4FB5-AA18-CA69BF87F376},Electric,Electric,Field Service,Asset Mgmt.,Meters,41.77883126,-88.13861523
